date,sku,region,units_sold,weather,event,buzz_score
2023-04-03,SKU_C,South,86,cold,concert,72
2023-04-03,SKU_A,East,77,rainy,sports,80
2023-04-03,SKU_B,East,104,cold,none,89
2023-04-03,SKU_C,East,66,hot,none,1
2023-04-03,SKU_A,West,88,rainy,concert,16
2023-04-03,SKU_B,West,77,sunny,sports,46
2023-04-03,SKU_C,West,74,cold,sports,50
2023-04-04,SKU_A,North,40,sunny,concert,24
2023-04-04,SKU_B,North,43,rainy,none,53
2023-04-04,SKU_C,North,41,sunny,none,89
2023-04-04,SKU_A,South,74,sunny,none,46
2023-04-04,SKU_B,South,84,hot,concert,7
2023-04-04,SKU_C,South,85,sunny,concert,83
2023-04-04,SKU_A,East,54,rainy,concert,66
2023-04-04,SKU_B,East,76,rainy,sports,47
2023-04-04,SKU_C,East,45,hot,sports,99
2023-04-04,SKU_A,West,35,hot,concert,7
2023-04-04,SKU_B,West,78,sunny,none,67
2023-04-04,SKU_C,West,65,cold,sports,34
2023-04-05,SKU_A,North,59,hot,concert,75
2023-04-05,SKU_B,North,83,sunny,none,65
2023-04-05,SKU_C,North,45,cold,sports,97
2023-04-05,SKU_A,South,68,rainy,sports,50
2023-04-05,SKU_B,South,45,hot,none,6
2023-04-05,SKU_C,South,60,sunny,concert,66
2023-04-05,SKU_A,East,76,sunny,concert,32
2023-04-05,SKU_B,East,61,cold,none,12
2023-04-05,SKU_C,East,40,rainy,none,86
2023-04-05,SKU_A,West,42,cold,none,7
2023-04-05,SKU_B,West,82,hot,concert,82
2023-04-05,SKU_C,West,65,cold,none,5
2023-04-06,SKU_A,North,58,sunny,sports,36
2023-04-06,SKU_B,North,70,cold,concert,28
2023-04-06,SKU_C,North,49,sunny,none,71
2023-04-06,SKU_A,South,45,sunny,none,90
2023-04-06,SKU_B,South,52,hot,sports,22
2023-04-06,SKU_C,South,53,hot,none,44
2023-04-06,SKU_A,East,47,hot,concert,2
2023-04-06,SKU_B,East,34,hot,none,14
2023-04-06,SKU_C,East,71,cold,none,1
2023-04-06,SKU_A,West,52,cold,none,94
2023-04-06,SKU_B,West,47,sunny,none,3
2023-04-06,SKU_C,West,64,sunny,sports,0
2023-04-07,SKU_A,North,52,hot,none,6
2023-04-07,SKU_B,North,50,sunny,concert,69
2023-04-07,SKU_C,North,48,rainy,sports,89
2023-04-07,SKU_A,South,67,cold,concert,63
2023-04-07,SKU_B,South,49,hot,none,98
2023-04-07,SKU_C,South,92,rainy,sports,62
2023-04-07,SKU_A,East,60,rainy,none,33
2023-04-07,SKU_B,East,78,cold,concert,43
2023-04-07,SKU_C,East,70,hot,concert,3
2023-04-07,SKU_A,West,43,sunny,sports,34
2023-04-07,SKU_B,West,55,sunny,none,35
2023-04-07,SKU_C,West,80,cold,sports,38
2023-04-08,SKU_A,North,70,rainy,none,11
2023-04-08,SKU_B,North,84,rainy,sports,71
2023-04-08,SKU_C,North,47,sunny,none,34
2023-04-08,SKU_A,South,77,hot,sports,44
2023-04-08,SKU_B,South,94,cold,sports,21
2023-04-08,SKU_C,South,79,rainy,none,86
2023-04-08,SKU_A,East,36,rainy,none,91
2023-04-08,SKU_B,East,36,hot,none,94
2023-04-08,SKU_C,East,76,cold,concert,13
2023-04-08,SKU_A,West,40,hot,none,43
2023-04-08,SKU_B,West,82,rainy,sports,5
2023-04-08,SKU_C,West,73,sunny,concert,39
2023-04-09,SKU_A,North,92,rainy,sports,38
2023-04-09,SKU_B,North,79,hot,concert,54
2023-04-09,SKU_C,North,77,sunny,none,14
2023-04-09,SKU_A,South,36,cold,none,75
2023-04-09,SKU_B,South,75,sunny,sports,49
2023-04-09,SKU_C,South,34,rainy,none,77
2023-04-09,SKU_A,East,68,sunny,none,54
2023-04-09,SKU_B,East,109,cold,none,64
2023-04-09,SKU_C,East,38,sunny,concert,30
2023-04-09,SKU_A,West,35,hot,none,28
2023-04-09,SKU_B,West,75,rainy,concert,51
2023-04-09,SKU_C,West,41,rainy,none,64
2023-04-10,SKU_A,North,48,rainy,sports,43
2023-04-10,SKU_B,North,64,rainy,none,6
2023-04-10,SKU_C,North,52,cold,concert,50
2023-04-10,SKU_A,South,53,rainy,concert,83
2023-04-10,SKU_B,South,56,sunny,sports,60
2023-04-10,SKU_C,South,96,rainy,concert,97
2023-04-10,SKU_A,East,38,cold,sports,54
2023-04-10,SKU_B,East,88,cold,none,56
2023-04-10,SKU_C,East,64,hot,concert,49
2023-04-10,SKU_A,West,60,sunny,sports,98
2023-04-10,SKU_B,West,91,sunny,sports,41
2023-04-10,SKU_C,West,81,rainy,concert,47
2023-04-11,SKU_A,North,59,hot,none,96
2023-04-11,SKU_B,North,46,rainy,none,68
2023-04-11,SKU_C,North,38,cold,none,67
2023-04-11,SKU_A,South,85,hot,sports,77
2023-04-11,SKU_B,South,58,rainy,concert,83
2023-04-11,SKU_C,South,71,hot,concert,57
2023-04-11,SKU_A,East,80,hot,concert,41
2023-04-11,SKU_B,East,66,rainy,none,22
2023-04-11,SKU_C,East,94,hot,sports,77
2023-04-11,SKU_A,West,45,cold,sports,40
2023-04-11,SKU_B,West,34,rainy,none,72
2023-04-11,SKU_C,West,70,sunny,none,72
2023-04-12,SKU_A,North,44,cold,sports,20
2023-04-12,SKU_B,North,74,hot,sports,68
2023-04-12,SKU_C,North,63,rainy,sports,61
2023-04-12,SKU_A,South,47,hot,sports,68
2023-04-12,SKU_B,South,106,cold,none,80
2023-04-12,SKU_C,South,53,rainy,none,22
2023-04-12,SKU_A,East,74,hot,none,4
2023-04-12,SKU_B,East,97,cold,concert,50
2023-04-12,SKU_C,East,74,sunny,sports,42
2023-04-12,SKU_A,West,55,hot,none,34
2023-04-12,SKU_B,West,87,sunny,sports,70
2023-04-12,SKU_C,West,25,hot,none,37
2023-04-13,SKU_A,North,51,cold,concert,12
2023-04-13,SKU_B,North,74,rainy,none,94
2023-04-13,SKU_C,North,50,sunny,none,49
2023-04-13,SKU_A,South,54,cold,concert,74
2023-04-13,SKU_B,South,36,rainy,none,15
2023-04-13,SKU_C,South,56,cold,none,19
2023-04-13,SKU_A,East,68,hot,concert,87
2023-04-13,SKU_B,East,88,hot,none,77
2023-04-13,SKU_C,East,82,hot,none,97
2023-04-13,SKU_A,West,73,rainy,sports,5
2023-04-13,SKU_B,West,42,rainy,concert,52
2023-04-13,SKU_C,West,48,cold,concert,59
2023-04-14,SKU_A,North,49,hot,concert,16
2023-04-14,SKU_B,North,81,cold,concert,33
2023-04-14,SKU_C,North,67,sunny,none,2
2023-04-14,SKU_A,South,84,sunny,concert,51
2023-04-14,SKU_B,South,83,cold,concert,37
2023-04-14,SKU_C,South,93,hot,concert,45
2023-04-14,SKU_A,East,46,sunny,none,74
2023-04-14,SKU_B,East,76,cold,none,43
2023-04-14,SKU_C,East,94,rainy,sports,50
2023-04-14,SKU_A,West,21,cold,none,32
2023-04-14,SKU_B,West,53,hot,sports,6
2023-04-14,SKU_C,West,81,hot,none,63
2023-04-15,SKU_A,North,89,sunny,none,94
2023-04-15,SKU_B,North,77,cold,sports,93
2023-04-15,SKU_C,North,57,cold,concert,6
2023-04-15,SKU_A,South,53,rainy,concert,43
2023-04-15,SKU_B,South,91,cold,sports,15
2023-04-15,SKU_C,South,37,hot,sports,10
2023-04-15,SKU_A,East,69,sunny,none,30
2023-04-15,SKU_B,East,47,sunny,concert,64
2023-04-15,SKU_C,East,50,sunny,concert,83
2023-04-15,SKU_A,West,89,rainy,sports,49
2023-04-15,SKU_B,West,77,sunny,none,36
2023-04-15,SKU_C,West,82,cold,concert,55
2023-04-16,SKU_A,North,47,sunny,concert,44
2023-04-16,SKU_B,North,81,rainy,sports,24
2023-04-16,SKU_C,North,72,rainy,concert,1
2023-04-16,SKU_A,South,73,hot,none,81
2023-04-16,SKU_B,South,54,cold,none,72
2023-04-16,SKU_C,South,65,cold,sports,40
2023-04-16,SKU_A,East,58,rainy,concert,73
2023-04-16,SKU_B,East,70,cold,sports,11
2023-04-16,SKU_C,East,35,hot,none,2
2023-04-16,SKU_A,West,21,sunny,none,52
2023-04-16,SKU_B,West,47,hot,none,59
2023-04-16,SKU_C,West,102,sunny,concert,64
2023-04-17,SKU_A,North,63,sunny,sports,14
2023-04-17,SKU_B,North,94,cold,none,24
2023-04-17,SKU_C,North,52,rainy,concert,85
2023-04-17,SKU_A,South,49,sunny,none,99
2023-04-17,SKU_B,South,90,rainy,concert,80
2023-04-17,SKU_C,South,65,rainy,sports,32
2023-04-17,SKU_A,East,51,sunny,sports,25
2023-04-17,SKU_B,East,80,hot,concert,71
2023-04-17,SKU_C,East,46,hot,sports,27
2023-04-17,SKU_A,West,43,rainy,sports,5
2023-04-17,SKU_B,West,62,hot,none,31
2023-04-17,SKU_C,West,73,cold,sports,63
2023-04-18,SKU_A,North,85,cold,sports,61
2023-04-18,SKU_B,North,74,hot,none,91
2023-04-18,SKU_C,North,55,cold,concert,11
2023-04-18,SKU_A,South,88,rainy,concert,51
2023-04-18,SKU_B,South,70,cold,sports,64
2023-04-18,SKU_C,South,67,hot,none,7
2023-04-18,SKU_A,East,47,hot,none,10
2023-04-18,SKU_B,East,62,rainy,sports,62
2023-04-18,SKU_C,East,20,cold,none,33
2023-04-18,SKU_A,West,82,rainy,none,75
2023-04-18,SKU_B,West,68,rainy,sports,29
2023-04-18,SKU_C,West,25,sunny,none,14
2023-04-19,SKU_A,North,96,cold,sports,79
2023-04-19,SKU_B,North,40,rainy,concert,33
2023-04-19,SKU_C,North,65,rainy,concert,84
2023-04-19,SKU_A,South,73,sunny,none,53
2023-04-19,SKU_B,South,95,sunny,concert,76
2023-04-19,SKU_C,South,57,hot,sports,10
2023-04-19,SKU_A,East,51,rainy,none,43
2023-04-19,SKU_B,East,60,rainy,none,17
2023-04-19,SKU_C,East,30,cold,none,32
2023-04-19,SKU_A,West,66,sunny,none,20
2023-04-19,SKU_B,West,59,sunny,none,70
2023-04-19,SKU_C,West,44,cold,sports,8
2023-04-20,SKU_A,North,52,rainy,concert,25
2023-04-20,SKU_B,North,104,hot,concert,70
2023-04-20,SKU_C,North,52,cold,none,22
2023-04-20,SKU_A,South,60,cold,none,86
2023-04-20,SKU_B,South,72,cold,concert,48
2023-04-20,SKU_C,South,94,hot,concert,32
2023-04-20,SKU_A,East,47,sunny,sports,78
2023-04-20,SKU_B,East,42,sunny,none,52
2023-04-20,SKU_C,East,61,hot,concert,98
2023-04-20,SKU_A,West,54,hot,sports,42
2023-04-20,SKU_B,West,67,hot,none,11
2023-04-20,SKU_C,West,77,rainy,none,85
2023-04-21,SKU_A,North,36,hot,none,4
2023-04-21,SKU_B,North,83,cold,sports,98
2023-04-21,SKU_C,North,68,hot,concert,41
2023-04-21,SKU_A,South,51,hot,none,1
2023-04-21,SKU_B,South,109,cold,sports,78
2023-04-21,SKU_C,South,48,sunny,none,92
2023-04-21,SKU_A,East,74,sunny,none,57
2023-04-21,SKU_B,East,53,sunny,sports,20
2023-04-21,SKU_C,East,54,sunny,sports,66
2023-04-21,SKU_A,West,39,rainy,concert,41
2023-04-21,SKU_B,West,64,cold,none,35
2023-04-21,SKU_C,West,61,rainy,sports,99
2023-04-22,SKU_A,North,103,sunny,sports,94
2023-04-22,SKU_B,North,61,rainy,concert,52
2023-04-22,SKU_C,North,85,rainy,sports,57
2023-04-22,SKU_A,South,80,cold,none,90
2023-04-22,SKU_B,South,48,rainy,none,19
2023-04-22,SKU_C,South,68,sunny,sports,60
2023-04-22,SKU_A,East,92,hot,concert,92
2023-04-22,SKU_B,East,51,rainy,sports,59
2023-04-22,SKU_C,East,32,rainy,none,1
2023-04-22,SKU_A,West,60,cold,sports,55
2023-04-22,SKU_B,West,89,cold,none,28
2023-04-22,SKU_C,West,26,hot,none,22
2023-04-23,SKU_A,North,79,sunny,concert,11
2023-04-23,SKU_B,North,103,cold,concert,82
2023-04-23,SKU_C,North,68,rainy,sports,44
2023-04-23,SKU_A,South,60,cold,concert,45
2023-04-23,SKU_B,South,103,sunny,concert,71
2023-04-23,SKU_C,South,46,cold,concert,93
2023-04-23,SKU_A,East,84,rainy,none,78
2023-04-23,SKU_B,East,41,rainy,concert,15
2023-04-23,SKU_C,East,89,sunny,sports,89
2023-04-23,SKU_A,West,71,hot,sports,49
2023-04-23,SKU_B,West,65,rainy,none,67
2023-04-23,SKU_C,West,76,rainy,none,97
2023-04-24,SKU_A,North,54,hot,concert,68
2023-04-24,SKU_B,North,107,cold,sports,94
2023-04-24,SKU_C,North,82,cold,sports,29
2023-04-24,SKU_A,South,65,hot,sports,8
2023-04-24,SKU_B,South,69,sunny,none,20
2023-04-24,SKU_C,South,69,rainy,concert,96
2023-04-24,SKU_A,East,38,hot,concert,12
2023-04-24,SKU_B,East,62,sunny,sports,58
2023-04-24,SKU_C,East,71,hot,sports,60
2023-04-24,SKU_A,West,76,rainy,sports,67
2023-04-24,SKU_B,West,87,cold,sports,70
2023-04-24,SKU_C,West,80,cold,concert,36
2023-04-25,SKU_A,North,59,cold,sports,41
2023-04-25,SKU_B,North,60,sunny,none,74
2023-04-25,SKU_C,North,65,sunny,sports,38
2023-04-25,SKU_A,South,84,hot,concert,33
2023-04-25,SKU_B,South,86,hot,concert,56
2023-04-25,SKU_C,South,90,cold,sports,5
2023-04-25,SKU_A,East,47,cold,concert,49
2023-04-25,SKU_B,East,28,rainy,none,48
2023-04-25,SKU_C,East,87,rainy,concert,25
2023-04-25,SKU_A,West,52,hot,concert,97
2023-04-25,SKU_B,West,70,hot,sports,46
2023-04-25,SKU_C,West,68,hot,none,45
2023-04-26,SKU_A,North,68,cold,none,98
2023-04-26,SKU_B,North,76,hot,sports,48
2023-04-26,SKU_C,North,28,sunny,none,49
2023-04-26,SKU_A,South,52,cold,concert,91
2023-04-26,SKU_B,South,52,hot,concert,4
2023-04-26,SKU_C,South,35,sunny,none,83
2023-04-26,SKU_A,East,38,rainy,none,50
2023-04-26,SKU_B,East,67,hot,none,25
2023-04-26,SKU_C,East,45,cold,none,91
2023-04-26,SKU_A,West,69,rainy,sports,52
2023-04-26,SKU_B,West,88,sunny,concert,24
2023-04-26,SKU_C,West,86,hot,concert,39
2023-04-27,SKU_A,North,61,sunny,none,6
2023-04-27,SKU_B,North,96,sunny,concert,94
2023-04-27,SKU_C,North,71,rainy,sports,72
2023-04-27,SKU_A,South,72,hot,sports,77
2023-04-27,SKU_B,South,65,rainy,sports,30
2023-04-27,SKU_C,South,94,cold,sports,85
2023-04-27,SKU_A,East,91,sunny,concert,31
2023-04-27,SKU_B,East,87,hot,sports,34
2023-04-27,SKU_C,East,75,rainy,sports,31
2023-04-27,SKU_A,West,43,sunny,sports,9
2023-04-27,SKU_B,West,52,hot,none,69
2023-04-27,SKU_C,West,77,rainy,none,76
2023-04-28,SKU_A,North,54,hot,none,3
2023-04-28,SKU_B,North,77,rainy,none,62
2023-04-28,SKU_C,North,70,hot,sports,1
2023-04-28,SKU_A,South,92,sunny,concert,85
2023-04-28,SKU_B,South,85,hot,concert,96
2023-04-28,SKU_C,South,77,rainy,concert,63
2023-04-28,SKU_A,East,68,rainy,none,62
2023-04-28,SKU_B,East,45,sunny,sports,32
2023-04-28,SKU_C,East,53,cold,none,80
2023-04-28,SKU_A,West,50,hot,sports,37
2023-04-28,SKU_B,West,42,hot,none,19
2023-04-28,SKU_C,West,29,rainy,none,49
2023-04-29,SKU_A,North,61,cold,none,53
2023-04-29,SKU_B,North,45,rainy,concert,55
2023-04-29,SKU_C,North,39,cold,none,0
2023-04-29,SKU_A,South,82,hot,none,95
2023-04-29,SKU_B,South,68,rainy,sports,32
2023-04-29,SKU_C,South,86,sunny,sports,10
2023-04-29,SKU_A,East,47,hot,concert,57
2023-04-29,SKU_B,East,81,hot,concert,98
2023-04-29,SKU_C,East,51,rainy,concert,53
2023-04-29,SKU_A,West,88,rainy,concert,98
2023-04-29,SKU_B,West,70,hot,none,69
2023-04-29,SKU_C,West,41,rainy,concert,57
2023-04-30,SKU_A,North,75,cold,none,75
2023-04-30,SKU_B,North,107,cold,concert,82
2023-04-30,SKU_C,North,86,rainy,sports,12
2023-04-30,SKU_A,South,52,rainy,none,28
2023-04-30,SKU_B,South,78,hot,none,86
2023-04-30,SKU_C,South,84,hot,concert,74
2023-04-30,SKU_A,East,40,hot,none,5
2023-04-30,SKU_B,East,63,rainy,concert,30
2023-04-30,SKU_C,East,44,sunny,none,16
2023-04-30,SKU_A,West,64,rainy,sports,4
2023-04-30,SKU_B,West,87,sunny,sports,72
2023-04-30,SKU_C,West,101,rainy,sports,61
2023-05-01,SKU_A,North,60,rainy,sports,8
2023-05-01,SKU_B,North,65,rainy,sports,47
2023-05-01,SKU_C,North,90,sunny,concert,86
2023-05-01,SKU_A,South,91,hot,sports,76
2023-05-01,SKU_B,South,60,rainy,none,22
2023-05-01,SKU_C,South,40,sunny,concert,30
2023-05-01,SKU_A,East,33,hot,none,19
2023-05-01,SKU_B,East,77,rainy,concert,5
2023-05-01,SKU_C,East,40,rainy,concert,29
2023-05-01,SKU_A,West,58,rainy,concert,11
2023-05-01,SKU_B,West,98,cold,sports,31
2023-05-01,SKU_C,West,48,sunny,none,28
2023-05-02,SKU_A,North,40,cold,concert,37
2023-05-02,SKU_B,North,43,hot,none,92
2023-05-02,SKU_C,North,88,sunny,sports,28
2023-05-02,SKU_A,South,89,rainy,concert,34
2023-05-02,SKU_B,South,56,sunny,sports,16
2023-05-02,SKU_C,South,66,hot,none,75
2023-05-02,SKU_A,East,65,hot,sports,44
2023-05-02,SKU_B,East,71,hot,sports,33
2023-05-02,SKU_C,East,37,sunny,sports,20
2023-05-02,SKU_A,West,72,rainy,sports,59
2023-05-02,SKU_B,West,79,rainy,sports,88
2023-05-02,SKU_C,West,47,rainy,sports,67
2023-05-03,SKU_A,North,44,rainy,none,10
2023-05-03,SKU_B,North,73,hot,concert,40
2023-05-03,SKU_C,North,84,rainy,sports,12
2023-05-03,SKU_A,South,74,rainy,concert,47
2023-05-03,SKU_B,South,42,hot,none,70
2023-05-03,SKU_C,South,60,rainy,concert,56
2023-05-03,SKU_A,East,48,hot,none,30
2023-05-03,SKU_B,East,48,sunny,sports,74
2023-05-03,SKU_C,East,43,rainy,none,16
2023-05-03,SKU_A,West,48,hot,none,80
2023-05-03,SKU_B,West,91,cold,concert,95
2023-05-03,SKU_C,West,54,sunny,concert,12
2023-05-04,SKU_A,North,37,rainy,concert,3
2023-05-04,SKU_B,North,53,hot,none,91
2023-05-04,SKU_C,North,92,hot,concert,0
2023-05-04,SKU_A,South,56,hot,sports,0
2023-05-04,SKU_B,South,71,rainy,sports,0
2023-05-04,SKU_C,South,77,hot,sports,26
2023-05-04,SKU_A,East,74,hot,none,8
2023-05-04,SKU_B,East,69,rainy,none,58
2023-05-04,SKU_C,East,50,sunny,none,14
2023-05-04,SKU_A,West,74,cold,none,58
2023-05-04,SKU_B,West,66,rainy,sports,80
2023-05-04,SKU_C,West,71,rainy,sports,21
2023-05-05,SKU_A,North,43,hot,none,30
2023-05-05,SKU_B,North,76,cold,none,49
2023-05-05,SKU_C,North,23,cold,none,1
2023-05-05,SKU_A,South,53,rainy,none,44
2023-05-05,SKU_B,South,81,sunny,sports,83
2023-05-05,SKU_C,South,75,hot,none,67
2023-05-05,SKU_A,East,66,rainy,none,25
2023-05-05,SKU_B,East,35,hot,sports,2
2023-05-05,SKU_C,East,48,rainy,sports,32
2023-05-05,SKU_A,West,66,hot,none,52
2023-05-05,SKU_B,West,83,sunny,none,93
2023-05-05,SKU_C,West,48,hot,none,2
2023-05-06,SKU_A,North,85,cold,sports,27
2023-05-06,SKU_B,North,62,hot,none,77
2023-05-06,SKU_C,North,35,hot,concert,38
2023-05-06,SKU_A,South,76,rainy,concert,33
2023-05-06,SKU_B,South,47,sunny,concert,34
2023-05-06,SKU_C,South,73,hot,concert,71
2023-05-06,SKU_A,East,81,sunny,none,76
2023-05-06,SKU_B,East,87,hot,sports,85
2023-05-06,SKU_C,East,42,hot,concert,33
2023-05-06,SKU_A,West,47,hot,sports,13
2023-05-06,SKU_B,West,75,rainy,sports,57
2023-05-06,SKU_C,West,77,rainy,concert,32
2023-05-07,SKU_A,North,41,rainy,sports,18
2023-05-07,SKU_B,North,60,cold,sports,51
2023-05-07,SKU_C,North,71,hot,concert,42
2023-05-07,SKU_A,South,79,rainy,sports,26
2023-05-07,SKU_B,South,38,rainy,none,32
2023-05-07,SKU_C,South,86,hot,sports,38
2023-05-07,SKU_A,East,87,rainy,none,71
2023-05-07,SKU_B,East,96,cold,sports,25
2023-05-07,SKU_C,East,25,cold,none,53
2023-05-07,SKU_A,West,60,rainy,sports,98
2023-05-07,SKU_B,West,91,sunny,sports,51
2023-05-07,SKU_C,West,46,cold,concert,52
2023-05-08,SKU_A,North,40,cold,sports,3
2023-05-08,SKU_B,North,71,cold,none,64
2023-05-08,SKU_C,North,85,cold,sports,35
2023-05-08,SKU_A,South,90,hot,sports,35
2023-05-08,SKU_B,South,81,sunny,concert,45
2023-05-08,SKU_C,South,80,hot,sports,64
2023-05-08,SKU_A,East,69,sunny,sports,94
2023-05-08,SKU_B,East,81,rainy,sports,57
2023-05-08,SKU_C,East,62,sunny,concert,51
2023-05-08,SKU_A,West,36,cold,concert,45
2023-05-08,SKU_B,West,36,sunny,sports,15
2023-05-08,SKU_C,West,62,cold,concert,23
2023-05-09,SKU_A,North,26,rainy,none,35
2023-05-09,SKU_B,North,50,cold,none,62
2023-05-09,SKU_C,North,53,rainy,concert,79
2023-05-09,SKU_A,South,60,cold,sports,32
2023-05-09,SKU_B,South,71,rainy,concert,41
2023-05-09,SKU_C,South,62,cold,none,34
2023-05-09,SKU_A,East,46,hot,none,11
2023-05-09,SKU_B,East,83,rainy,sports,64
2023-05-09,SKU_C,East,39,sunny,sports,36
2023-05-09,SKU_A,West,80,hot,concert,75
2023-05-09,SKU_B,West,53,hot,sports,10
2023-05-09,SKU_C,West,56,sunny,sports,71
2023-05-10,SKU_A,North,51,hot,concert,62
2023-05-10,SKU_B,North,67,rainy,sports,94
2023-05-10,SKU_C,North,74,cold,concert,3
2023-05-10,SKU_A,South,40,hot,none,7
2023-05-10,SKU_B,South,98,cold,concert,48
2023-05-10,SKU_C,South,79,sunny,none,12
2023-05-10,SKU_A,East,63,cold,sports,19
2023-05-10,SKU_B,East,82,cold,sports,5
2023-05-10,SKU_C,East,77,rainy,sports,7
2023-05-10,SKU_A,West,84,cold,sports,32
2023-05-10,SKU_B,West,36,sunny,concert,30
2023-05-10,SKU_C,West,39,sunny,none,25
2023-05-11,SKU_A,North,99,cold,sports,79
2023-05-11,SKU_B,North,60,hot,sports,84
2023-05-11,SKU_C,North,64,rainy,concert,29
2023-05-11,SKU_A,South,52,hot,sports,3
2023-05-11,SKU_B,South,47,sunny,sports,47
2023-05-11,SKU_C,South,75,sunny,sports,73
2023-05-11,SKU_A,East,24,sunny,none,44
2023-05-11,SKU_B,East,62,hot,sports,71
2023-05-11,SKU_C,East,51,sunny,sports,70
2023-05-11,SKU_A,West,53,rainy,sports,31
2023-05-11,SKU_B,West,35,rainy,sports,38
2023-05-11,SKU_C,West,85,sunny,none,83
2023-05-12,SKU_A,North,89,rainy,concert,85
2023-05-12,SKU_B,North,97,rainy,concert,74
2023-05-12,SKU_C,North,51,cold,concert,1
2023-05-12,SKU_A,South,53,hot,sports,15
2023-05-12,SKU_B,South,54,rainy,concert,73
2023-05-12,SKU_C,South,51,rainy,sports,41
2023-05-12,SKU_A,East,75,hot,sports,70
2023-05-12,SKU_B,East,60,hot,none,9
2023-05-12,SKU_C,East,48,hot,sports,67
2023-05-12,SKU_A,West,68,hot,concert,1
2023-05-12,SKU_B,West,93,sunny,concert,39
2023-05-12,SKU_C,West,72,cold,none,85
2023-05-13,SKU_A,North,57,hot,concert,58
2023-05-13,SKU_B,North,111,cold,concert,28
2023-05-13,SKU_C,North,54,sunny,concert,29
2023-05-13,SKU_A,South,47,sunny,sports,88
2023-05-13,SKU_B,South,97,cold,none,13
2023-05-13,SKU_C,South,63,sunny,none,72
2023-05-13,SKU_A,East,62,rainy,sports,85
2023-05-13,SKU_B,East,46,sunny,none,5
2023-05-13,SKU_C,East,61,rainy,sports,50
2023-05-13,SKU_A,West,86,cold,concert,85
2023-05-13,SKU_B,West,71,hot,sports,92
2023-05-13,SKU_C,West,41,sunny,concert,19
2023-05-14,SKU_A,North,47,cold,concert,69
2023-05-14,SKU_B,North,111,cold,concert,43
2023-05-14,SKU_C,North,38,hot,sports,7
2023-05-14,SKU_A,South,81,hot,sports,13
2023-05-14,SKU_B,South,65,cold,sports,80
2023-05-14,SKU_C,South,86,rainy,none,61
2023-05-14,SKU_A,East,82,hot,concert,37
2023-05-14,SKU_B,East,50,hot,sports,0
2023-05-14,SKU_C,East,59,hot,concert,86
2023-05-14,SKU_A,West,62,sunny,sports,43
2023-05-14,SKU_B,West,64,sunny,sports,62
2023-05-14,SKU_C,West,32,sunny,none,23
2023-05-15,SKU_A,North,72,hot,sports,30
2023-05-15,SKU_B,North,94,cold,sports,47
2023-05-15,SKU_C,North,79,sunny,sports,45
2023-05-15,SKU_A,South,98,hot,concert,82
2023-05-15,SKU_B,South,60,hot,concert,1
2023-05-15,SKU_C,South,35,rainy,concert,52
2023-05-15,SKU_A,East,92,cold,sports,21
2023-05-15,SKU_B,East,38,sunny,sports,7
2023-05-15,SKU_C,East,89,sunny,concert,88
2023-05-15,SKU_A,West,79,sunny,none,40
2023-05-15,SKU_B,West,70,cold,concert,95
2023-05-15,SKU_C,West,58,hot,concert,38
2023-05-16,SKU_A,North,83,sunny,concert,16
2023-05-16,SKU_B,North,38,sunny,none,68
2023-05-16,SKU_C,North,78,cold,none,95
2023-05-16,SKU_A,South,53,sunny,none,35
2023-05-16,SKU_B,South,112,cold,concert,67
2023-05-16,SKU_C,South,101,hot,sports,94
2023-05-16,SKU_A,East,47,sunny,sports,80
2023-05-16,SKU_B,East,65,cold,none,23
2023-05-16,SKU_C,East,23,hot,none,44
2023-05-16,SKU_A,West,33,rainy,none,11
2023-05-16,SKU_B,West,49,sunny,sports,71
2023-05-16,SKU_C,West,60,hot,concert,64
2023-05-17,SKU_A,North,85,cold,concert,50
2023-05-17,SKU_B,North,93,cold,sports,0
2023-05-17,SKU_C,North,84,cold,sports,98
2023-05-17,SKU_A,South,84,sunny,concert,83
2023-05-17,SKU_B,South,53,hot,sports,29
2023-05-17,SKU_C,South,64,hot,concert,42
2023-05-17,SKU_A,East,53,hot,none,65
2023-05-17,SKU_B,East,61,hot,sports,84
2023-05-17,SKU_C,East,37,cold,sports,33
2023-05-17,SKU_A,West,68,hot,none,90
2023-05-17,SKU_B,West,34,rainy,none,91
2023-05-17,SKU_C,West,78,rainy,sports,45
2023-05-18,SKU_A,North,77,rainy,sports,18
2023-05-18,SKU_B,North,79,hot,concert,23
2023-05-18,SKU_C,North,100,sunny,sports,97
2023-05-18,SKU_A,South,68,hot,sports,50
2023-05-18,SKU_B,South,45,sunny,none,96
2023-05-18,SKU_C,South,92,cold,sports,84
2023-05-18,SKU_A,East,70,rainy,concert,45
2023-05-18,SKU_B,East,76,sunny,sports,90
2023-05-18,SKU_C,East,55,rainy,concert,42
2023-05-18,SKU_A,West,77,cold,concert,63
2023-05-18,SKU_B,West,108,cold,concert,48
2023-05-18,SKU_C,West,75,rainy,concert,10
2023-05-19,SKU_A,North,103,cold,concert,71
2023-05-19,SKU_B,North,74,cold,none,46
2023-05-19,SKU_C,North,46,hot,none,48
2023-05-19,SKU_A,South,54,rainy,concert,20
2023-05-19,SKU_B,South,85,rainy,sports,13
2023-05-19,SKU_C,South,82,sunny,sports,32
2023-05-19,SKU_A,East,58,hot,sports,57
2023-05-19,SKU_B,East,96,cold,none,89
